response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
20890,CES201802,1564,can,ondersteuning,ondersteuning,support,use can as support,use can as support,2,4
18592,CES201802,1287,can,ondersteuning van een ander voorwerp,ondersteuning ander voorwerp,support another object,use can as support another object,use can as support another object,2,4
19253,CES201802,1364,can,als ondersteunign om iets op te leggen of zetten,ondersteuning leggen zetten,lay support,use can as lay support,use can as lay support,2,4
18641,CES201802,1295,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
19044,CES201802,1338,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
19195,CES201802,1357,can,je kunt het gebruiken als onderzetter ,onderzetter,coaster,use can as coaster,use can as coaster,2,4
19512,CES201802,1404,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
19550.1,CES201802,1409,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
19551,CES201802,1409,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
19566,CES201802,1411,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
19631,CES201802,1416,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
20814,CES201802,1558,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
20972,CES201802,1571,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
21407,CES201802,1641,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
21640,CES201802,1670,can,onderzeteer,onderzetter,coaster,use can as coaster,use can as coaster,2,4
21641,CES201802,1670,can,onderzetter*,onderzetter,coaster,use can as coaster,use can as coaster,2,4
21952,CES201802,1714,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
22796,CES201802,1820,can,Onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
23140,CES201802,1860,can,onderzetter,onderzetter,coaster,use can as coaster,use can as coaster,2,4
23210,CES201802,1870,can,onderzetter (geplet blikje),onderzetter,coaster,use can as coaster,use can as coaster,2,4
21302,CES201802,1630,can,gebruiken als onderzetter als je hem platdrukt om bv een scheve tafel recht te zetteb,onderzetter platdrukt bv scheve tafel recht zetten,"coaster flattened, for example straightening crooked table","use can as coaster flattened, for example straightening crooked table","use can for coaster flattened, for example straightening crooked table",2,4
20151,CES201802,1473,can,onderzetter als je hem platstampt,onderzetter platstampt,coaster crushed,use can as coaster crushed,use can as coaster crushed,2,4
20039.1,CES201802,1463,can,drinken,onhandig,drinks,use can as drinks,use can as drinks,0,0
20039.1,CES201802,1463,can, onhandi,onhandig,awkward,use can as awkward,use can as awkward,0,0
20040.1,CES201802,1463,can,onhanf\dig drinken,onhandig drinken,awkward drinking,use can as awkward drinking,use can as awkward drinking,1,5
21010.9,CES201802,1576,can, ontwerp,ontwerp,design,use can as design,use can as design,2,3
19575,CES201802,1411,can,oorbeschermer,oor beschermer,ear protector,use can as ear protector,use can as ear protector,5,3
18803.2,CES201802,1310,can, bijv,oorbeeld,example,use can as example,use can as example,0,0
18986,CES201802,1333,can,oorbel,oorbel,earring,use can as earring,use can as earring,3,4
19364,CES201802,1383,can,oorbel,oorbel,earring,use can as earring,use can as earring,3,4
20618,CES201802,1533,can,oorbel,oorbel,earring,use can as earring,use can as earring,3,4
20812,CES201802,1558,can,oorbel,oorbel,earring,use can as earring,use can as earring,3,4
21433,CES201802,1642,can,oorbel,oorbel,earring,use can as earring,use can as earring,3,4
19462,CES201802,1399,can,oorbellen,oorbellen,earrings,use can as earrings,use can as earrings,3,4
19506,CES201802,1402,can,oorbellen,oorbellen,earrings,use can as earrings,use can as earrings,3,4
21117,CES201802,1607,can,oorbellen,oorbellen,earrings,use can as earrings,use can as earrings,3,4
19148,CES201802,1351,can,Als opbergbakje,opberg bakje,storage container,use can as storage container,use can as storage container,2,5
19914,CES201802,1448,can,opbergbakje,opberg bakje,storage container,use can as storage container,use can as storage container,2,5
20745,CES201802,1549,can,opbergbakje,opberg bakje,storage container,use can as storage container,use can as storage container,2,5
23481,CES201802,1899,can,opbergbakje,opberg bakje,storage container,use can as storage container,use can as storage container,2,5
18943,CES201802,1328,can,als opberg ding gebruiken,opberg ding,storage thing,use can as storage thing,use can as storage thing,2,5
22761,CES201802,1815,can,opbergblik,opbergblik,storage tin,use can as storage tin,use can as storage tin,2,5
18595,CES201802,1287,can,opbergcontainer,opbergcontainer,storage container,use can as storage container,use can as storage container,2,5
22663,CES201802,1805,can,opbergdoos,opbergdoos,storage box,use can as storage box,use can as storage box,2,5
20556,CES201802,1525,can,opbergdoosje,opbergdoosje,storage box,use can as storage box,use can as storage box,2,5
21025,CES201802,1588,can,opbergdoosje,opbergdoosje,storage box,use can as storage box,use can as storage box,2,5
21029,CES201802,1589,can,opbergdoosje,opbergdoosje,storage box,use can as storage box,use can as storage box,2,5
23357,CES201802,1885,can,opberger,opberger,storage,use can as storage,use can as storage,2,5
20359,CES201802,1501,can,opbergfunctie,opbergfunctie,storage function,use can as storage function,use can as storage function,2,5
21900,CES201802,1706,can,opbergplaats voor iets,opbergplaats,storage place,use can as storage place,use can as storage place,2,5
21749,CES201802,1684,can,opbergplek,opbergplek,storage place,use can as storage place,use can as storage place,2,5
20401,CES201802,1506,can,opbergruimte,opbergruimte,storage space,use can as storage space,use can as storage space,2,5
20799,CES201802,1556,can,opbergruimte,opbergruimte,storage space,use can as storage space,use can as storage space,2,5
22701,CES201802,1809,can,opblazen ,opblazen,blow up,use can as blow up,use can as blow up,3,3
22795,CES201802,1820,can,Opdrinken,opdrinken,drink up,use can as drink up,use can as drink up,1,5
18905,CES201802,1324,can,Open maken,open,Open,use can as Open,use can as Open,1,5
21390,CES201802,1640,can,open maken,open,Open,use can as Open,use can as Open,1,5
23430,CES201802,1895,can,iets mee open maken,open,Open,use can as Open,use can as Open,1,5
21098,CES201802,1605,can,open breken en omsmeden ,open breken omsmeden,break open and forge,use can as break open and forge,use can as break open and forge,2,4
20629,CES201802,1529,can,openrollen en alluminiumplaat gebruiken,open rollen aluminiumplaat,open rolls of aluminum sheet,use can as open rolls of aluminum sheet,use can as open rolls of aluminum sheet,2,3
19094,CES201802,1343,can,open snijden en als bakje gebruiken,open snijden bakje,open cutting container,use can as open cutting container,use can as open cutting container,2,5
22923,CES201802,1835,can,openbaring ,openbaring,revelation,use can as revelation,use can as revelation,5,1
19307,CES201802,1371,can,openen,openen,open,use can as open,use can as open,1,5
19742,CES201802,1429,can,openen,openen,open,use can as open,use can as open,1,5
20273.4,CES201802,1493,can, openen,openen,open,use can as open,use can as open,1,5
20277,CES201802,1493,can,openen,openen,open,use can as open,use can as open,1,5
20954,CES201802,1572,can,opnene,openen,open,use can as open,use can as open,1,5
20955,CES201802,1572,can,openen,openen,open,use can as open,use can as open,1,5
20968,CES201802,1571,can,openen,openen,open,use can as open,use can as open,1,5
22241,CES201802,1754,can,openen,openen,open,use can as open,use can as open,1,5
23105,CES201802,1857,can,openen,openen,open,use can as open,use can as open,1,5
23489,CES201802,1900,can,openen,openen,open,use can as open,use can as open,1,5
20181,CES201802,1479,can,opener,opener,opener,use can as opener,use can as opener,1,5
21093,CES201802,1605,can,opener,opener,opener,use can as opener,use can as opener,1,5
21421,CES201802,1642,can,opener,opener,opener,use can as opener,use can as opener,1,5
22884,CES201802,1832,can,opener,opener,opener,use can as opener,use can as opener,1,5
23342,CES201802,1886,can,opener,opener,opener,use can as opener,use can as opener,1,5
20952,CES201802,1570,can,openknippen en als glas of container gebruiken,openknippen glas container,cut open glass container,use can as cut open glass container,use can as cut open glass container,2,5
20966,CES201802,1572,can,openknippen en er een waxinelichtje in doen,openknippen waxinelichtje,cut open tea light,use can as cut open tea light,use can as cut open tea light,2,5
22697,CES201802,1809,can,openmaken ,openmaken,open,use can as open,use can as open,1,5
23167,CES201802,1864,can,openmaken,openmaken,open,use can as open,use can as open,1,5
21019,CES201802,1577,can,openmaken en materiaal gebruiken voor iets anders,openmaken materiaal anders,open material differently,use can as open material differently,use can as open material differently,2,3
20630,CES201802,1529,can,openscheuren en de scherpe rand als mes gebruiken,openscheuren scherpe rand mes,tear open sharp edge knife,use can as tear open sharp edge knife,use can as tear open sharp edge knife,3,4
20350,CES201802,1500,can,als je em opensnijd heb je een mes,opensnijd mes,cut open knife,use can as cut open knife,use can as cut open knife,3,4
22480,CES201802,1782,can,opensnijden en mes van maken,opensnijden mes,cut open knife,use can as cut open knife,use can as cut open knife,3,4
20981,CES201802,1571,can,opeten,opeten,eat,use can as eat,use can as eat,1,1
22243,CES201802,1754,can,opeten,opeten,eat,use can as eat,use can as eat,1,1
18803.1,CES201802,1310,can,ophangen om iets in te doen,ophangen,hang,use can as hang,use can to hang,3,4
22704,CES201802,1809,can,ophangen ,ophangen,hang,use can as hang,use can to hang,3,4
19093,CES201802,1343,can,ophangen als kunst,ophangen kunst,hanging art,use can as hanging art,use can as hanging art,3,3
21016,CES201802,1577,can,ophangen als kunst ,ophangen kunst,hanging art,use can as hanging art,use can as hanging art,3,3
18999,CES201802,1332,can,ophangen als versiering,ophangen versiering,hang decorations,use can as hang decorations,use can to hang decorations,3,3
21398,CES201802,1640,can,oppakken,oppakken,picking up,use can as picking up,use can as picking up,1,4
22696,CES201802,1809,can,opplakken ,opplakken,stick it on,use can as stick it on,use can as stick it on,2,4
20894,CES201802,1564,can,opproppen,opproppen,cram,use can as cram,use can as cram,2,4
19749,CES201802,1429,can,oprapen,oprapen,pick up,use can as pick up,use can as pick up,2,4
22675,CES201802,1807,can,opslaan,opslaan,save,use can as save,use can as save,1,4
23155,CES201802,1862,can,iets in opslaan,opslaan,save,use can as save,use can as save,1,4
20071,CES201802,1466,can,Opslaan van vloeistoffen,opslaan vloeistoffen,store liquids,use can as store liquids,use can as store liquids,1,5
19160,CES201802,1352,can,opslag,opslag,storage,use can as storage,use can as storage,1,5
19334,CES201802,1376,can,opslag,opslag,storage,use can as storage,use can as storage,1,5
19968,CES201802,1455,can,opslag,opslag,storage,use can as storage,use can as storage,1,5
20171,CES201802,1477,can,opslag,opslag,storage,use can as storage,use can as storage,1,5
21918,CES201802,1708,can,opslag,opslag,storage,use can as storage,use can as storage,1,5
23111,CES201802,1857,can,opslag,opslag,storage,use can as storage,use can as storage,1,5
20513,CES201802,1518,can,Opslag plek voor pennen,opslag plek pennen,storage place for pens,use can as storage place for pens,use can for storage place for pens,2,5
21452,CES201802,1647,can,opslagdoosje,opslagdoosje,storage box,use can as storage box,use can as storage box,2,5
22773,CES201802,1818,can,opslagplaats,opslagplaats,storage place,use can as storage place,use can as storage place,2,5
19088,CES201802,1342,can,opstapelen,opstapelen,pile up,use can as pile up,use can as pile up,2,5
21394,CES201802,1640,can,opstapelen,opstapelen,pile up,use can as pile up,use can as pile up,2,5
22734,CES201802,1812,can,opstapelen,opstapelen,pile up,use can as pile up,use can as pile up,2,5
22989.8,CES201802,1843,can, opstapelen,opstapelen,pile up,use can as pile up,use can as pile up,2,5
23369,CES201802,1888,can,opstapelen,opstapelen,pile up,use can as pile up,use can as pile up,2,5
20566,CES201802,1525,can,opstapje,opstapje,stepping stone,use can as stepping stone,use can as stepping stone,3,3
21642,CES201802,1670,can,opvangbakje,opvangbakje,collection container,use can as collection container,use can as collection container,2,4
19156,CES201802,1352,can,opwarmen,opwarmen,heat up,use can as heat up,use can as heat up,2,4
22003,CES201802,1720,can,orange soda,Orange soda,Orange soda,use can as Orange soda,use can as Orange soda,1,5
22162,CES201802,1742,can,orgina,Orgina,Orgina,use can as Orgina,use can as Orgina,1,5
23052,CES201802,1849,can,Tot originele kaarsenhouder maken,originele kaarsenhouder,original candle holder,use can as original candle holder,use can as original candle holder,2,5
21587,CES201802,1664,can,"overgooi ""bal""",overgooi bal,throw ball,use can as throw ball,use can as throw ball,3,4
18560,CES201802,1283,can,overgooien,overgooien,throw up,use can as throw up,use can as throw up,3,4
